age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
60,entrepreneur,married,primary,no,83,yes,no,cellular,17,jul,302,2,-1,0,unknown,no
40,blue-collar,married,primary,no,540,yes,no,unknown,2,jun,21,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,-19,yes,no,cellular,5,feb,124,3,-1,0,unknown,no
57,management,married,secondary,no,82,no,yes,telephone,4,feb,140,1,-1,0,unknown,no
30,unemployed,single,tertiary,no,4082,no,no,telephone,14,jun,215,1,459,17,,no
35,blue-collar,married,secondary,no,625,no,no,cellular,13,may,267,1,-1,0,unknown,no
51,admin.,married,secondary,no,227,no,no,cellular,5,aug,231,1,-1,0,unknown,no
56,management,married,primary,no,-24,yes,no,unknown,7,may,305,3,-1,0,unknown,no
42,technician,married,tertiary,no,239,yes,yes,unknown,6,may,191,3,-1,0,unknown,no
23,services,married,secondary,no,0,yes,yes,unknown,26,may,90,5,-1,0,unknown,no
36,technician,married,tertiary,no,491,yes,no,unknown,8,may,103,3,-1,0,unknown,no
61,retired,married,secondary,no,89,no,no,cellular,28,oct,154,1,181,2,failure,no
30,blue-collar,married,secondary,no,1803,yes,no,unknown,20,may,29,1,-1,0,unknown,no
44,blue-collar,married,primary,no,134,yes,no,cellular,7,may,378,1,-1,0,unknown,no
48,technician,married,secondary,no,505,yes,no,cellular,7,may,113,2,-1,0,unknown,no
30,technician,single,secondary,no,518,yes,no,unknown,2,jun,21,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,1179,no,no,cellular,21,aug,172,6,-1,0,unknown,no
42,blue-collar,married,secondary,no,3213,no,no,telephone,28,oct,172,1,-1,0,unknown,no
34,technician,married,tertiary,no,116,no,no,cellular,11,aug,145,2,-1,0,unknown,no
32,technician,married,secondary,no,3184,yes,no,cellular,11,aug,135,2,-1,0,unknown,no
29,services,single,secondary,no,184,no,no,cellular,14,jul,46,3,-1,0,unknown,no
48,technician,married,secondary,no,-38,yes,no,cellular,13,may,331,3,-1,0,unknown,no
42,admin.,single,,no,-138,yes,no,unknown,26,may,109,1,-1,0,unknown,no
39,management,married,tertiary,no,4539,no,no,cellular,30,apr,301,1,-1,0,unknown,no
51,admin.,divorced,secondary,no,212,yes,yes,cellular,16,apr,168,1,-1,0,unknown,no
31,admin.,single,secondary,no,0,no,no,cellular,17,apr,188,3,-1,0,unknown,yes
28,admin.,single,secondary,no,1408,no,no,cellular,13,aug,166,1,78,2,failure,no
45,blue-collar,married,secondary,no,1124,yes,no,unknown,19,may,37,1,-1,0,unknown,no
35,services,single,secondary,no,143,yes,yes,cellular,13,may,68,1,369,2,,no
31,blue-collar,married,secondary,no,2,yes,no,unknown,20,may,182,2,-1,0,unknown,yes
28,blue-collar,married,secondary,no,131,yes,no,unknown,12,may,147,5,-1,0,unknown,no
52,unemployed,married,secondary,no,94,no,no,cellular,10,nov,293,3,190,10,failure,yes
54,management,divorced,tertiary,no,22,no,yes,cellular,18,jul,259,3,-1,0,unknown,no
29,management,single,tertiary,no,2799,yes,no,cellular,5,may,371,2,-1,0,unknown,no
36,management,div,tertiary,no,563,no,no,unknown,20,jun,10,4,-1,0,unknown,no
32,blue-collar,married,secondary,no,944,no,no,cellular,13,may,231,2,362,1,,no
35,services,married,secondary,no,-371,yes,no,unknown,13,may,358,2,-1,0,unknown,no
31,blue-collar,married,primary,no,-454,yes,yes,unknown,28,may,861,2,-1,0,unknown,no
45,technician,married,secondary,no,983,yes,no,cellular,7,aug,155,2,-1,0,unknown,no
32,management,married,tertiary,no,0,no,no,cellular,26,aug,104,9,-1,0,unknown,no
37,management,married,tertiary,no,596,yes,no,cellular,13,may,281,1,345,2,failure,no
29,admin.,married,secondary,no,301,yes,no,unknown,2,jun,150,5,-1,0,unknown,no
35,technician,single,secondary,no,694,no,no,cellular,9,feb,29,2,-1,0,unknown,no
59,management,married,primary,no,2345,yes,no,cellular,15,may,399,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,69,no,no,cellular,19,nov,640,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,13156,no,no,cellular,21,aug,62,4,-1,0,unknown,no
26,services,single,secondary,no,110,no,no,cellular,30,jan,1136,2,-1,0,unknown,yes
26,management,single,tertiary,no,761,no,no,cellular,2,feb,362,1,-1,0,unknown,no
28,technician,single,tertiary,no,415,no,no,unknown,1,jul,86,1,-1,0,unknown,no
45,services,married,primary,no,60,no,no,unknown,9,jun,349,2,-1,0,unknown,no
38,blue-collar,single,secondary,no,-329,yes,no,unknown,12,may,86,4,-1,0,unknown,no
47,admin.,married,secondary,no,368,no,no,cellular,23,feb,269,1,187,5,success,yes
55,blue-collar,married,primary,no,1086,yes,no,cellular,6,may,146,1,272,2,failure,no
28,blue-collar,single,primary,no,54,yes,no,cellular,14,may,533,1,371,1,,yes
36,management,married,tertiary,no,871,no,no,cellular,18,nov,170,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,-182,yes,yes,cellular,14,may,10,10,-1,0,unknown,no
64,unemployed,divorced,secondary,no,588,no,no,cellular,8,mar,409,1,-1,0,unknown,yes
34,housemaid,single,tertiary,no,43,no,no,cellular,25,aug,198,8,-1,0,unknown,no
58,retired,married,secondary,no,0,yes,no,unknown,26,may,77,1,-1,0,unknown,no
30,management,single,secondary,no,135,no,no,cellular,14,aug,112,2,-1,0,unknown,no
40,technician,single,secondary,no,1411,yes,yes,cellular,18,nov,93,3,-1,0,unknown,no
38,blue-collar,married,primary,no,3057,yes,no,unknown,11,jun,133,1,-1,0,unknown,no
42,services,married,secondary,no,3620,yes,no,unknown,27,may,22,16,-1,0,unknown,no
35,entrepreneur,1,tertiary,no,-49,no,no,unknown,17,jun,668,8,-1,0,unknown,no
38,technician,single,secondary,no,615,yes,no,unknown,2,jun,215,1,-1,0,unknown,no
28,admin.,single,secondary,no,377,no,no,cellular,30,apr,571,1,-1,0,unknown,yes
29,management,married,tertiary,no,246,yes,no,unknown,9,may,45,1,-1,0,unknown,no
47,blue-collar,married,primary,no,4040,no,no,cellular,11,aug,53,5,-1,0,unknown,no
59,management,single,secondary,no,671,yes,yes,unknown,15,may,157,5,-1,0,unknown,no
45,retired,divorced,secondary,no,229,no,no,unknown,5,jun,181,2,-1,0,unknown,no
46,blue-collar,married,primary,no,859,yes,no,cellular,20,apr,9,1,-1,0,unknown,no
32,blue-collar,married,primary,no,5151,yes,yes,unknown,26,may,185,4,-1,0,unknown,no
33,management,single,tertiary,no,131,yes,no,cellular,12,oct,209,3,427,2,failure,yes
40,blue-collar,married,secondary,no,565,yes,yes,cellular,20,apr,297,2,-1,0,unknown,no
43,blue-collar,married,secondary,no,14646,no,no,cellular,23,oct,210,1,-1,0,unknown,yes
38,management,married,tertiary,no,1101,yes,no,cellular,9,mar,78,2,120,1,failure,no
53,blue-collar,married,secondary,no,25,no,no,cellular,22,aug,528,2,-1,0,unknown,yes
38,blue-collar,married,primary,no,1807,no,no,unknown,7,may,348,3,-1,0,unknown,no
24,management,married,secondary,no,867,yes,no,unknown,20,jun,546,10,-1,0,unknown,yes
44,management,married,tertiary,no,3762,no,no,cellular,28,aug,125,12,-1,0,unknown,no
29,admin.,married,secondary,no,93,yes,yes,cellular,11,jul,161,4,-1,0,unknown,no
25,student,1,secondary,no,358,no,no,cellular,16,nov,330,1,-1,0,unknown,yes
30,entrepreneur,single,secondary,no,572,yes,no,cellular,4,may,220,4,-1,0,unknown,no
36,admin.,single,secondary,no,47,no,yes,cellular,9,jul,36,6,-1,0,unknown,no
47,technician,married,secondary,no,293,no,no,cellular,1,jun,251,1,90,1,success,yes
58,admin.,married,secondary,no,3496,yes,no,unknown,2,jun,111,4,-1,0,unknown,no
32,self-employed,married,tertiary,no,210,yes,no,cellular,19,nov,268,1,-1,0,unknown,no
64,retired,married,primary,no,2140,no,no,cellular,12,oct,181,2,-1,0,unknown,no
47,management,single,tertiary,no,86,no,no,cellular,5,aug,253,1,97,4,success,yes
50,blue-collar,married,secondary,no,16,yes,no,cellular,7,may,290,1,356,11,failure,no
37,blue-collar,single,primary,no,0,yes,yes,cellular,22,jul,118,1,-1,0,unknown,no
47,admin.,married,secondary,no,6695,no,no,telephone,21,nov,129,3,-1,0,unknown,no
26,services,married,secondary,no,285,no,no,cellular,28,jan,100,1,-1,0,unknown,no
33,admin.,married,secondary,no,-6,yes,no,unknown,7,may,566,2,-1,0,unknown,no
30,unemployed,single,tertiary,no,306,no,no,unknown,26,may,372,14,-1,0,unknown,no
34,management,married,tertiary,no,250,no,no,cellular,9,dec,787,1,188,8,,no
26,admin.,Single,secondary,no,3529,no,yes,cellular,7,sep,,2,-1,0,unknown,no
30,blue-collar,married,secondary,no,-135,yes,no,cellular,18,may,57,1,-1,0,unknown,no
30,management,married,tertiary,no,20,no,no,cellular,26,aug,272,10,-1,0,unknown,no
59,management,single,secondary,no,181,yes,no,unknown,9,may,485,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,574,no,no,cellular,5,feb,11,6,-1,0,unknown,no
43,admin.,single,secondary,no,733,yes,no,cellular,25,may,282,1,187,3,success,yes
57,blue-collar,married,,no,97,yes,no,unknown,16,may,260,6,-1,0,unknown,no
33,management,single,tertiary,no,1373,yes,no,cellular,5,may,17,5,349,2,failure,no
32,management,divorced,tertiary,no,222,no,yes,cellular,15,jul,820,4,-1,0,unknown,yes
50,services,married,secondary,no,517,yes,no,unknown,26,may,420,2,-1,0,unknown,no
38,student,married,secondary,no,134,no,no,cellular,27,aug,91,8,-1,0,unknown,no
36,management,single,tertiary,no,2646,no,no,cellular,13,oct,169,1,182,10,success,yes
43,admin.,divorced,secondary,no,738,yes,no,cellular,21,nov,585,4,191,4,failure,no
45,self-employed,divorced,tertiary,yes,75,yes,yes,cellular,4,feb,236,1,-1,0,unknown,no
24,blue-collar,single,secondary,no,0,yes,no,unknown,4,jun,204,1,-1,0,unknown,no
33,admin.,single,secondary,no,1430,yes,no,cellular,18,may,74,3,349,2,,no
39,management,single,tertiary,no,763,no,no,cellular,17,aug,192,1,-1,0,unknown,no
56,admin.,divorced,secondary,no,985,no,yes,cellular,18,aug,150,2,-1,0,unknown,no
39,technician,single,secondary,no,18508,no,no,cellular,20,nov,1598,4,-1,0,unknown,yes
43,housemaid,married,tertiary,no,0,no,no,cellular,27,aug,103,6,-1,0,unknown,no
38,admin.,married,secondary,no,257,yes,no,cellular,15,may,10,5,-1,0,unknown,no
33,management,married,tertiary,no,296,no,no,cellular,16,jul,90,2,-1,0,unknown,no
34,management,single,tertiary,no,3244,no,no,cellular,18,nov,131,2,-1,0,unknown,no
55,technician,married,secondary,no,0,yes,no,unknown,30,may,119,2,-1,0,unknown,no
35,services,divorced,secondary,no,67,yes,no,cellular,5,may,192,2,-1,0,unknown,no
38,technician,single,secondary,no,211,yes,no,cellular,29,jan,236,2,-1,0,unknown,no
50,services,married,secondary,no,378,no,yes,telephone,18,jul,55,9,-1,0,unknown,no
36,blue-collar,married,secondary,no,537,no,yes,cellular,7,jul,206,6,-1,0,unknown,no
51,management,married,tertiary,no,333,no,yes,cellular,17,jul,234,1,-1,0,unknown,no
37,services,single,secondary,no,3,no,no,unknown,17,jun,527,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,4321,no,no,cellular,8,sep,421,2,95,1,success,no
37,technician,married,secondary,no,1142,yes,no,cellular,17,jul,309,2,-1,0,unknown,no
36,management,married,tertiary,no,1113,no,no,cellular,1,sep,212,1,-1,0,unknown,yes
43,admin.,married,secondary,no,71,no,no,unknown,7,may,180,5,-1,0,unknown,no
59,retired,married,tertiary,no,2194,yes,no,telephone,31,jul,16,9,-1,0,unknown,no
54,blue-collar,married,,no,-361,yes,no,unknown,26,may,227,1,-1,0,unknown,no
42,technician,divorced,secondary,no,611,yes,no,cellular,16,apr,804,2,262,5,failure,no
48,management,married,tertiary,no,-1232,yes,no,unknown,6,jun,183,1,-1,0,unknown,no
31,blue-collar,single,secondary,no,-4,yes,no,cellular,15,may,110,1,-1,0,unknown,no
37,admin.,married,secondary,no,0,yes,no,cellular,8,apr,208,3,349,2,failure,no
79,retired,divorced,secondary,no,631,no,no,telephone,9,aug,440,5,182,3,failure,no
38,technician,married,secondary,no,381,yes,no,unknown,29,may,126,2,-1,0,unknown,no
26,student,Single,secondary,no,864,yes,no,cellular,15,may,659,1,-1,0,unknown,yes
30,blue-collar,single,secondary,no,178,yes,no,unknown,20,may,747,5,-1,0,unknown,no
43,self-employed,married,tertiary,no,423,no,no,cellular,14,aug,3322,2,-1,0,unknown,no
34,housemaid,married,secondary,no,520,yes,no,cellular,3,feb,22,6,-1,0,unknown,no
43,management,married,,no,0,yes,no,unknown,5,may,105,2,-1,0,unknown,no
37,services,married,tertiary,no,0,yes,no,unknown,30,may,55,1,-1,0,unknown,no
33,student,single,,no,5969,no,no,cellular,30,apr,110,1,83,7,failure,no
35,None,single,secondary,no,145,no,no,cellular,17,jul,354,1,-1,0,unknown,no
33,technician,married,tertiary,no,67,yes,no,cellular,16,apr,137,2,-1,0,unknown,no
37,blue-collar,divorced,secondary,no,277,no,yes,cellular,8,jul,338,2,-1,0,unknown,no
32,management,single,tertiary,no,19985,no,no,cellular,9,feb,616,5,-1,0,unknown,no
53,entrepreneur,married,,no,28,no,no,cellular,31,jul,117,2,-1,0,unknown,no
41,management,divorced,tertiary,no,-78,yes,no,cellular,3,feb,69,4,252,4,failure,no
36,management,married,tertiary,no,1852,no,no,unknown,8,may,362,1,-1,0,unknown,no
27,technician,single,secondary,no,740,yes,no,cellular,5,may,294,1,-1,0,unknown,no
28,services,married,secondary,no,7,yes,yes,cellular,14,jul,226,4,-1,0,unknown,no
36,management,divorced,tertiary,no,8119,no,yes,cellular,8,aug,118,2,-1,0,unknown,no
45,management,married,tertiary,no,1416,yes,yes,cellular,19,nov,740,1,-1,0,unknown,no
34,self-employed,married,tertiary,no,97,yes,no,cellular,28,jul,102,6,-1,0,unknown,no
32,management,married,tertiary,no,312,no,no,cellular,11,aug,67,4,-1,0,unknown,no
36,management,married,tertiary,no,1582,no,no,telephone,3,feb,26,2,197,1,failure,no
27,management,single,tertiary,no,831,yes,no,cellular,21,jul,369,1,-1,0,unknown,no
35,technician,married,secondary,no,692,yes,yes,unknown,14,may,133,2,-1,0,unknown,no
42,management,married,secondary,no,1079,no,no,cellular,19,aug,117,6,-1,0,unknown,no
43,technician,divorced,secondary,no,6835,no,no,cellular,19,nov,187,1,152,2,failure,no
31,services,single,secondary,no,13,no,yes,cellular,6,feb,1019,2,-1,0,unknown,yes
32,services,single,secondary,no,121,yes,no,unknown,5,may,213,2,-1,0,unknown,no
31,management,married,tertiary,no,153,yes,no,cellular,14,jul,118,3,-1,0,unknown,no
49,management,single,secondary,no,61,yes,no,cellular,29,jan,185,2,246,1,failure,no
24,technician,single,secondary,no,3926,yes,no,unknown,16,may,320,2,-1,0,unknown,no
28,technician,single,secondary,no,576,yes,yes,unknown,26,may,158,4,-1,0,unknown,no
29,blue-collar,married,secondary,no,15,yes,yes,unknown,9,may,432,2,-1,0,unknown,no
20,student,single,primary,no,825,no,no,unknown,28,aug,27,1,-1,0,unknown,no
47,technician,divorced,secondary,no,32,no,yes,cellular,26,aug,137,2,-1,0,unknown,no
34,technician,single,secondary,no,2729,yes,no,cellular,18,nov,835,1,-1,0,unknown,yes
40,blue-collar,married,secondary,no,1938,yes,no,cellular,7,may,228,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,291,yes,no,cellular,15,jul,646,4,-1,0,unknown,no
26,blue-collar,married,secondary,yes,20,yes,no,unknown,8,may,200,1,-1,0,unknown,no
39,admin.,married,secondary,no,201,yes,no,cellular,13,apr,263,3,-1,0,unknown,no
36,admin.,divorced,secondary,no,592,no,no,cellular,14,jan,96,7,93,7,success,no
45,technician,divorced,secondary,no,1309,yes,no,cellular,19,nov,298,1,170,2,failure,no
33,blue-collar,single,secondary,no,550,yes,no,unknown,9,may,84,1,-1,0,unknown,no
30,blue-collar,single,primary,no,413,yes,no,cellular,15,may,148,1,345,4,,no
53,entrepreneur,single,secondary,no,62,yes,no,unknown,30,may,1044,5,-1,0,unknown,yes
48,services,single,secondary,no,561,yes,no,cellular,12,may,214,1,358,2,,no
59,retired,single,secondary,yes,-341,no,yes,cellular,14,jul,94,3,-1,0,unknown,no
29,management,single,tertiary,no,1026,no,no,cellular,12,nov,226,1,92,1,,yes
41,management,married,secondary,no,3018,yes,no,cellular,17,nov,536,2,-1,0,unknown,no
42,blue-collar,single,primary,no,1628,yes,no,cellular,25,jul,590,8,-1,0,unknown,yes
29,entrepreneur,married,secondary,no,178,yes,no,cellular,5,may,231,4,-1,0,unknown,no
27,technician,married,secondary,no,0,yes,yes,telephone,28,jul,359,2,-1,0,unknown,no
32,management,married,tertiary,no,0,no,no,cellular,27,aug,164,2,-1,0,unknown,no
37,blue-collar,single,secondary,no,277,yes,no,unknown,3,jun,87,6,-1,0,unknown,no
40,admin.,married,secondary,no,2621,no,yes,cellular,9,jul,607,4,-1,0,unknown,no
32,blue-collar,single,secondary,no,201,yes,no,cellular,4,feb,71,3,-1,0,unknown,no
50,technician,married,tertiary,no,5907,yes,yes,cellular,12,aug,338,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,840,yes,no,cellular,12,may,275,3,-1,0,unknown,no
57,unemployed,married,secondary,no,890,no,no,cellular,5,feb,343,4,-1,0,unknown,no
35,technician,married,secondary,no,0,yes,no,cellular,6,apr,139,1,-1,0,unknown,no
52,technician,married,secondary,no,5303,yes,no,unknown,19,oct,133,1,-1,0,unknown,yes
59,unemployed,married,secondary,no,4497,yes,no,cellular,4,feb,213,1,251,1,failure,no
53,management,married,secondary,no,-264,no,yes,cellular,2,feb,150,1,-1,0,unknown,no
36,management,married,tertiary,no,8277,yes,no,cellular,18,nov,613,1,-1,0,unknown,no
42,entrepreneur,married,tertiary,no,233,no,no,cellular,5,feb,446,1,-1,0,unknown,no
56,blue-collar,married,secondary,no,-203,yes,no,unknown,7,may,139,1,-1,0,unknown,no
44,blue-collar,single,secondary,no,0,no,no,cellular,20,apr,133,1,-1,0,unknown,yes
36,technician,single,tertiary,no,962,yes,no,cellular,8,may,568,1,-1,0,unknown,yes
33,admin.,married,tertiary,no,205,no,no,unknown,1,jul,156,2,-1,0,unknown,no
38,blue-collar,single,primary,no,419,yes,no,unknown,20,may,656,1,-1,0,unknown,no
40,services,married,secondary,no,2172,yes,yes,unknown,13,may,1386,1,-1,0,unknown,no
39,management,single,tertiary,no,416,no,no,cellular,9,jul,427,1,-1,0,unknown,no
57,management,married,tertiary,no,813,no,no,cellular,27,apr,91,3,-1,0,unknown,no
43,management,married,tertiary,no,0,yes,no,cellular,7,may,240,3,293,5,failure,no
60,retired,married,secondary,no,262,no,no,cellular,18,aug,393,4,-1,0,unknown,no
58,entrepreneur,married,primary,no,1249,no,no,cellular,5,feb,187,1,-1,0,unknown,no
35,management,married,tertiary,no,648,no,no,cellular,30,jul,674,2,-1,0,unknown,no
27,admin.,single,secondary,no,192,no,no,telephone,28,jul,1076,17,-1,0,unknown,yes
31,management,married,tertiary,no,301,yes,no,cellular,18,may,34,6,-1,0,unknown,no
35,blue-collar,divorced,primary,no,0,no,no,unknown,12,jun,200,1,-1,0,unknown,no
43,technician,married,secondary,no,236,no,no,unknown,17,jun,169,4,-1,0,unknown,no
55,services,married,secondary,no,283,yes,no,unknown,19,may,156,1,-1,0,unknown,no
47,blue-collar,married,primary,no,0,no,no,cellular,26,aug,292,2,-1,0,unknown,no
41,unemployed,married,secondary,no,2423,yes,no,cellular,4,feb,101,1,-1,0,unknown,no
27,services,divorced,secondary,no,10,yes,no,cellular,22,jul,527,1,-1,0,unknown,no
35,technician,single,secondary,no,0,no,no,cellular,20,aug,111,2,-1,0,unknown,no
53,entrepreneur,married,primary,no,1034,yes,no,cellular,19,nov,854,2,170,3,,no
54,management,married,tertiary,no,1146,yes,no,cellular,12,aug,205,2,-1,0,unknown,no
60,retired,married,secondary,no,0,no,no,telephone,31,jul,576,20,-1,0,unknown,no
37,blue-collar,married,primary,no,-212,yes,no,cellular,15,may,189,3,352,1,,no
52,services,divorced,primary,no,130,yes,no,unknown,29,may,103,2,-1,0,unknown,no
26,student,single,secondary,no,0,no,no,cellular,2,feb,1223,2,-1,0,unknown,yes
45,management,married,tertiary,no,81,no,yes,cellular,30,jul,61,3,-1,0,unknown,no
56,blue-collar,married,secondary,no,3460,yes,no,cellular,3,jul,897,3,-1,0,unknown,no
53,technician,married,primary,no,0,no,no,cellular,21,jul,96,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,1738,yes,no,cellular,15,apr,349,1,-1,0,unknown,no
31,services,married,secondary,no,490,yes,no,cellular,21,nov,394,5,179,2,,no
47,admin.,married,secondary,no,1210,no,no,cellular,27,jul,493,4,-1,0,unknown,no
35,admin.,single,secondary,no,-67,no,yes,cellular,21,jul,84,1,-1,0,unknown,no
53,blue-collar,single,secondary,no,1004,no,no,cellular,13,may,393,1,84,1,,yes
49,management,divorced,secondary,no,1598,yes,no,cellular,12,may,76,2,348,1,failure,no
49,blue-collar,married,primary,no,-167,no,no,cellular,7,jul,51,1,-1,0,unknown,no
35,management,married,tertiary,no,1432,yes,no,cellular,5,may,54,3,-1,0,unknown,no
35,blue-collar,single,primary,no,293,yes,no,unknown,30,may,521,2,-1,0,unknown,no
52,admin.,single,secondary,no,-528,yes,yes,cellular,1,jun,1144,2,-1,0,unknown,yes
35,self-employed,single,secondary,no,1732,no,no,telephone,21,nov,1441,3,-1,0,unknown,no
44,admin.,married,secondary,no,429,yes,no,cellular,28,jan,99,1,246,4,failure,no
46,admin.,married,secondary,no,31,yes,yes,telephone,28,jul,302,2,-1,0,unknown,no
58,retired,married,primary,no,193,yes,yes,unknown,13,may,788,3,-1,0,unknown,no
49,blue-collar,married,primary,no,2356,no,yes,telephone,14,jul,236,2,-1,0,unknown,no
35,management,single,secondary,no,1031,yes,no,cellular,22,jul,254,1,-1,0,unknown,no
33,blue-collar,single,primary,no,127,yes,no,unknown,29,may,1059,2,-1,0,unknown,yes
51,entrepreneur,married,secondary,no,0,no,no,unknown,30,may,510,3,-1,0,unknown,no
60,blue-collar,married,secondary,no,3122,no,no,telephone,18,aug,51,12,-1,0,unknown,no
43,technician,married,secondary,no,3288,yes,no,cellular,21,nov,775,3,-1,0,unknown,yes
36,admin.,divorced,secondary,no,869,yes,no,cellular,14,may,102,1,350,1,failure,no
40,services,married,secondary,no,278,yes,no,cellular,18,may,9,5,-1,0,unknown,no
43,self-employed,divorced,secondary,no,347,no,no,cellular,19,nov,1468,3,-1,0,unknown,yes
34,management,married,secondary,no,0,no,no,cellular,2,feb,270,1,-1,0,unknown,no
57,retired,married,primary,no,0,no,no,cellular,5,aug,,2,-1,0,unknown,no
39,management,married,tertiary,no,246,no,no,cellular,11,aug,86,2,-1,0,unknown,no
41,blue-collar,married,secondary,no,-190,no,yes,cellular,29,jul,808,3,-1,0,unknown,yes
46,technician,married,secondary,no,0,no,no,unknown,6,jun,186,2,-1,0,unknown,no
34,management,divorced,tertiary,no,221,no,no,cellular,8,aug,150,2,-1,0,unknown,no
54,technician,married,secondary,no,-315,no,yes,cellular,10,jul,2029,1,-1,0,unknown,yes
32,technician,single,tertiary,no,127,no,no,cellular,5,aug,168,3,-1,0,unknown,no
36,technician,single,secondary,no,1855,yes,no,cellular,4,feb,75,1,273,1,failure,no
79,retired,married,primary,no,8556,no,no,telephone,18,jan,326,2,272,2,success,yes
48,management,divorced,tertiary,no,757,yes,no,cellular,17,nov,90,1,-1,0,unknown,no
37,services,married,secondary,no,4017,no,no,cellular,30,apr,665,2,196,1,success,yes
68,unknown,married,,no,4092,no,no,telephone,11,aug,329,1,-1,0,unknown,no
39,management,single,secondary,no,1103,no,no,unknown,17,jun,24,1,-1,0,unknown,no
36,entrepreneur,married,secondary,no,1412,yes,yes,cellular,25,jul,226,1,-1,0,unknown,no
46,management,married,tertiary,no,4301,yes,yes,cellular,18,nov,50,1,183,2,failure,no
54,admin.,married,,no,140,no,no,telephone,27,oct,521,2,-1,0,unknown,no
54,admin.,married,secondary,no,956,yes,yes,telephone,11,may,136,2,362,1,,no
36,admin.,married,secondary,no,725,yes,no,cellular,27,feb,123,3,99,8,failure,no
46,blue-collar,married,secondary,no,524,yes,no,telephone,5,may,15,7,-1,0,unknown,no
50,management,married,tertiary,no,2881,no,no,cellular,5,aug,510,2,2,5,,no
23,services,single,secondary,no,210,yes,no,unknown,20,may,507,1,-1,0,unknown,no
43,self-employed,single,,no,3173,no,no,unknown,15,may,746,1,-1,0,unknown,yes
26,blue-collar,single,secondary,no,1802,yes,no,unknown,3,jun,28,19,-1,0,unknown,no
41,blue-collar,married,primary,no,336,yes,no,cellular,5,feb,192,2,8,1,,no
48,blue-collar,married,secondary,no,478,yes,yes,unknown,16,may,168,2,-1,0,unknown,no
49,technician,married,secondary,no,662,no,no,unknown,18,jun,47,2,-1,0,unknown,no
34,technician,single,secondary,no,105,yes,no,cellular,7,may,146,2,171,3,failure,no
53,blue-collar,married,secondary,no,3397,yes,no,unknown,6,may,231,1,-1,0,unknown,no
36,technician,married,tertiary,no,837,no,no,cellular,28,aug,68,6,-1,0,unknown,no
44,unknown,married,,no,1317,no,no,telephone,31,jul,444,6,-1,0,unknown,no
42,technician,married,secondary,no,-184,yes,yes,unknown,28,may,255,1,-1,0,unknown,no
34,technician,single,secondary,no,951,yes,no,unknown,21,may,343,1,-1,0,unknown,no
52,management,married,tertiary,no,1065,yes,yes,unknown,30,may,159,1,-1,0,unknown,no
38,services,single,secondary,no,4317,yes,no,cellular,2,feb,216,2,-1,0,unknown,no
33,admin.,married,secondary,no,56,no,no,cellular,5,feb,74,2,-1,0,unknown,no
58,management,married,tertiary,no,1831,no,no,cellular,17,nov,1531,1,-1,0,unknown,no
28,admin.,single,tertiary,no,164,yes,no,cellular,9,feb,92,7,-1,0,unknown,no
59,blue-collar,married,primary,no,80,yes,no,telephone,31,jul,46,21,-1,0,unknown,no
35,technician,single,tertiary,no,122,no,no,cellular,20,apr,49,5,328,5,failure,no
45,management,single,tertiary,no,5769,no,no,cellular,20,nov,59,3,-1,0,unknown,no
37,management,married,tertiary,no,2205,no,no,unknown,21,may,85,4,-1,0,unknown,no
50,management,divorced,tertiary,no,813,yes,no,cellular,31,jul,7,2,-1,0,unknown,no
34,technician,single,secondary,no,692,yes,no,unknown,20,may,254,1,-1,0,unknown,no
31,technician,single,secondary,no,102,yes,no,telephone,17,apr,460,2,345,2,failure,no
48,technician,married,secondary,no,42,yes,yes,cellular,17,nov,92,1,-1,0,unknown,no
41,technician,married,secondary,no,2990,yes,no,unknown,30,may,62,3,-1,0,unknown,no
51,services,married,secondary,no,121,yes,no,cellular,10,jul,122,1,-1,0,unknown,no
39,management,single,tertiary,no,220,yes,no,unknown,8,may,87,2,-1,0,unknown,no
76,retired,married,secondary,no,2302,no,no,telephone,10,nov,345,2,-1,0,unknown,no
37,self-employed,married,tertiary,no,208,yes,no,cellular,31,jul,350,5,-1,0,unknown,no
34,admin.,married,secondary,no,1671,no,no,unknown,21,may,160,1,-1,0,unknown,no
41,technician,married,,no,30,yes,no,cellular,10,jul,151,1,-1,0,unknown,no
31,management,single,tertiary,no,123,no,no,cellular,12,aug,82,2,-1,0,unknown,no
21,student,single,secondary,no,546,no,no,unknown,17,apr,94,1,-1,0,unknown,no
52,management,married,tertiary,no,-11,yes,no,cellular,11,may,94,4,-1,0,unknown,no
47,housemaid,married,primary,no,201,yes,no,cellular,7,aug,58,2,382,1,failure,no
36,,married,secondary,no,-129,yes,no,cellular,29,jul,121,3,-1,0,unknown,no
36,management,divorced,tertiary,no,649,no,no,cellular,16,jul,237,2,91,1,failure,no
